归因方式,cpsid,包体id,渠道,设备归因日期,设备激活数,账号注册数,角色创建数,f1,f3,f7,f15,f30,f60,f90,f180,累计付费金额,c1,c3,c7,c15,c30,c60,c90,c180,累计付费人数,次留,三留,七留,月留
TD,61239043,6123,yc,2022-07-08,11,11,16,6,12,12,18,18,-,-,-,18,1,2,2,3,3,-,-,-,3,4,2,0,0
TD,61169021,6116,yc,2022-07-08,82,68,74,61,65,128,326,871,-,-,-,1447,42,43,43,43,43,-,-,-,43,9,3,1,1
ORIG,6116,6116,yc,2022-07-08,3,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,6115,6115,yc,2022-07-08,134,155,172,85,96,96,98,100,-,-,-,100,18,19,19,19,20,-,-,-,20,114,26,9,0
ORIG,6113,6113,yc,2022-07-08,11,4,3,1,1,1,1,1,-,-,-,1,1,1,1,1,1,-,-,-,1,1,1,0,0
ORIG,6112,6112,yc,2022-07-08,2,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,6111,6111,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,6091,6091,yc,2022-07-08,6,5,5,30,30,30,30,30,-,-,-,30,1,1,1,1,1,-,-,-,1,0,0,0,0
ORIG,6090,6090,yc,2022-07-08,6,4,4,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,2,2,1,0
ORIG,6080,6080,yc,2022-07-08,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,6079,6079,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,6076,6076,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,6075,6075,yc,2022-07-08,2,2,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,6073,6073,yc,2022-07-08,1,1,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
ORIG,6071,6071,yc,2022-07-08,4,4,5,0,6,6,6,6,-,-,-,6,0,1,1,1,1,-,-,-,1,0,1,0,0
ORIG,6050,6050,yc,2022-07-08,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
ORIG,6049,6049,yc,2022-07-08,3,2,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,6048,6048,yc,2022-07-08,5,3,3,12,102,102,102,102,-,-,-,102,2,2,2,2,2,-,-,-,2,1,1,0,0
ORIG,6046,6046,yc,2022-07-08,1,1,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,6045,6045,yc,2022-07-08,1,1,1,0,0,0,0,6,-,-,-,6,0,0,0,0,1,-,-,-,1,1,0,0,0
ORIG,6042,6042,yc,2022-07-08,25,22,23,24,24,24,24,24,-,-,-,24,4,4,4,4,4,-,-,-,4,5,4,2,0
ORIG,6041,6041,yc,2022-07-08,3,3,3,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,1,0,0,0
ORIG,6007,6007,yc,2022-07-08,1,1,1,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,0,0,0,0
ORIG,6006,6006,yc,2022-07-08,4,3,3,7,7,7,7,7,-,-,-,7,2,2,2,2,2,-,-,-,2,0,0,0,0
ORIG,6003,6003,yc,2022-07-08,5,5,7,9,9,9,9,9,-,-,-,9,2,2,2,2,2,-,-,-,2,4,2,2,0
ORIG,6002,6002,yc,2022-07-08,2,2,2,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,0,0,0,0
ORIG,5998,5998,yc,2022-07-08,3,2,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,5996,5996,yc,2022-07-08,9,7,7,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,2,0,0
ORIG,5990,5990,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5985,5985,yc,2022-07-08,2,1,4,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,1,1,1
ORIG,5983,5983,yc,2022-07-08,7,5,8,0,0,0,6,54,-,-,-,54,0,0,0,1,1,-,-,-,1,0,0,0,0
ORIG,5981,5981,yc,2022-07-08,13,13,11,12,42,42,42,42,-,-,-,42,2,3,3,3,3,-,-,-,3,3,3,0,0
ORIG,5856,5856,yc,2022-07-08,97,61,49,68,113,259,579,831,-,-,-,1187,5,5,5,6,6,-,-,-,7,21,16,8,6
ORIG,5801,5801,yc,2022-07-08,1,1,0,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
ORIG,5799,5799,yc,2022-07-08,3,1,1,6,12,12,12,12,-,-,-,12,1,1,1,1,1,-,-,-,1,1,1,0,0
ORIG,5796,5796,yc,2022-07-08,1,1,0,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,1,0,0
ORIG,5784,5784,yc,2022-07-08,5,1,0,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,5759,5759,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5753,5753,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5721,5721,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5711,5711,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5699,5699,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5590,5590,yc,2022-07-08,2,2,2,1,1,1,1,1,-,-,-,1,1,1,1,1,1,-,-,-,1,1,1,1,1
ORIG,5569,5569,yc,2022-07-08,3,1,1,30,60,61,61,61,-,-,-,61,1,1,1,1,1,-,-,-,1,1,1,1,1
ORIG,5545,5545,yc,2022-07-08,2,1,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,5518,5518,yc,2022-07-08,30,86,104,782,3816,4614,5618,7012,-,-,-,7012,1,2,2,2,2,-,-,-,2,51,21,9,3
ORIG,5512,5512,yc,2022-07-08,11,14,15,3,4,5,5,5,-,-,-,5,3,4,5,5,5,-,-,-,5,12,4,3,0
ORIG,5510,5510,yc,2022-07-08,11,19,25,36,70,130,133,139,-,-,-,139,7,11,12,12,12,-,-,-,12,16,17,6,1
ORIG,5505,5505,yc,2022-07-08,2,1,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,1,1,1
ORIG,5503,5503,yc,2022-07-08,1,1,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,1,0,0
ORIG,5501,5501,yc,2022-07-08,7,2,4,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,1,1,0
ORIG,5489,5489,yc,2022-07-08,31,18,31,0,0,188,188,279,-,-,-,279,0,0,1,1,2,-,-,-,2,7,4,5,3
ORIG,5488,5488,yc,2022-07-08,12,4,21,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,4,3,1,1
ORIG,5486,5486,yc,2022-07-08,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,5485,5485,yc,2022-07-08,147,397,864,454,553,573,589,830,-,-,-,831,11,11,11,12,14,-,-,-,14,237,33,11,4
ORIG,5466,5466,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5114,5114,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,5075,5075,yc,2022-07-08,34,26,31,12,24,24,24,24,-,-,-,24,2,4,4,4,4,-,-,-,4,8,1,0,0
ORIG,5020,5020,yc,2022-07-08,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,4951,4951,yc,2022-07-08,2,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,4940,4940,yc,2022-07-08,40,30,47,264,1031,1279,3882,4280,-,-,-,4564,15,17,18,19,20,-,-,-,20,20,14,10,2
ORIG,4916,4916,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,4914,4914,yc,2022-07-08,3,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,1,0,0
ORIG,4913,4913,yc,2022-07-08,117,78,141,359,402,3502,4128,4805,-,-,-,5003,11,12,15,18,20,-,-,-,21,54,47,39,19
TD,2570001,257,icn,2022-07-08,2,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,1,0,0
TD,2160217,216,yc,2022-07-08,1,1,1,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,1,0,0,0
TD,2160216,216,yc,2022-07-08,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2160215,216,yc,2022-07-08,1,1,5,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,1,1
TD,2160212,216,yc,2022-07-08,7,4,8,6,417,483,483,483,-,-,-,483,1,2,2,2,2,-,-,-,2,2,2,1,0
TD,2160210,216,yc,2022-07-08,2,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2160209,216,yc,2022-07-08,5,3,4,1,1,1,1,1,-,-,-,1,1,1,1,1,1,-,-,-,1,0,0,1,1
TD,2160208,216,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2160206,216,yc,2022-07-08,1,1,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2160205,216,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2160112,216,yc,2022-07-08,2,2,1,7,7,7,7,7,-,-,-,7,1,1,1,1,1,-,-,-,1,0,0,0,0
TD,2160110,216,yc,2022-07-08,8,6,8,848,878,1112,1226,1355,-,-,-,1543,1,1,1,1,1,-,-,-,1,2,2,3,1
TD,2130499,213,yc,2022-07-08,1,1,3,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130495,213,yc,2022-07-08,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,1,1,0
TD,2130491,213,yc,2022-07-08,4,2,2,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,1,0,0,0
TD,2130490,213,yc,2022-07-08,7,6,13,1003,1664,1763,1941,2120,-,-,-,2120,2,5,5,5,5,-,-,-,5,5,4,3,2
TD,2130489,213,yc,2022-07-08,1,1,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130486,213,yc,2022-07-08,2,2,4,0,0,1,1,1,-,-,-,1,0,0,1,1,1,-,-,-,1,1,0,0,0
TD,2130485,213,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2130484,213,yc,2022-07-08,4,3,3,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,1,0,0,0
TD,2130483,213,yc,2022-07-08,2,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130480,213,yc,2022-07-08,5,4,4,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130474,213,yc,2022-07-08,1,1,0,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130472,213,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2130465,213,yc,2022-07-08,3,2,2,68,68,68,68,68,-,-,-,68,1,1,1,1,1,-,-,-,1,1,1,0,0
TD,2130464,213,yc,2022-07-08,3,3,5,68,68,68,74,74,-,-,-,74,1,1,1,2,2,-,-,-,2,1,1,1,0
TD,2130463,213,yc,2022-07-08,3,3,4,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130462,213,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2130386,213,yc,2022-07-08,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130381,213,yc,2022-07-08,2,2,5,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,2,2,1,0
TD,2130350,213,yc,2022-07-08,1,1,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130344,213,yc,2022-07-08,4,4,4,0,3374,4052,4290,4300,-,-,-,4300,0,1,1,1,1,-,-,-,1,1,1,1,0
TD,2130340,213,yc,2022-07-08,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,1,1,0
TD,2130339,213,yc,2022-07-08,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130337,213,yc,2022-07-08,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130336,213,yc,2022-07-08,2,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2130335,213,yc,2022-07-08,3,1,4,0,0,0,0,6,-,-,-,334,0,0,0,0,1,-,-,-,1,0,0,0,0
TD,2130333,213,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2130323,213,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2130322,213,yc,2022-07-08,3,2,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130321,213,yc,2022-07-08,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130316,213,yc,2022-07-08,1,1,9,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,1,0
TD,2130315,213,yc,2022-07-08,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130313,213,yc,2022-07-08,3,3,3,110,230,358,358,358,-,-,-,358,2,2,2,2,2,-,-,-,2,1,1,0,0
TD,2130308,213,yc,2022-07-08,1,1,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
TD,2130303,213,yc,2022-07-08,9,7,6,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,0,0,0,0
TD,2130218,213,yc,2022-07-08,18,16,24,54,60,60,368,442,-,-,-,442,5,5,5,5,6,-,-,-,6,1,0,0,0
TD,2130205,213,yc,2022-07-08,1,1,3,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130202,213,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2130158,213,yc,2022-07-08,3,3,2,0,1496,1502,1630,1690,-,-,-,1690,0,1,1,1,1,-,-,-,1,1,1,1,1
TD,2130156,213,yc,2022-07-08,1,1,0,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2130016,213,yc,2022-07-08,4,3,10,0,0,28,34,34,-,-,-,34,0,0,1,1,1,-,-,-,1,2,2,2,0
TD,2130011,213,yc,2022-07-08,1,1,3,0,0,1,1,1,-,-,-,1,0,0,1,1,1,-,-,-,1,0,0,1,1
ORIG,2130000,2130000,yc,2022-07-08,8,4,4,36,96,246,472,786,-,-,-,1202,2,2,2,2,2,-,-,-,2,3,1,1,1
TD,2120054,212,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2120049,212,yc,2022-07-08,2,2,3,866,7008,11102,14848,14848,-,-,-,14848,1,1,1,1,1,-,-,-,1,2,1,1,1
TD,2120047,212,yc,2022-07-08,2,2,3,12,12,12,12,12,-,-,-,12,2,2,2,2,2,-,-,-,2,2,1,0,0
TD,2120044,212,yc,2022-07-08,1,1,1,0,1,1,1,1,-,-,-,1,0,1,1,1,1,-,-,-,1,1,1,0,0
TD,2120042,212,yc,2022-07-08,3,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2120007,212,yc,2022-07-08,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2120005,212,yc,2022-07-08,1,1,1,0,0,0,10,108,-,-,-,108,0,0,0,1,1,-,-,-,1,1,1,1,1
ORIG,2120000,2120000,yc,2022-07-08,26,43,46,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,5,2,0,0
TD,2111000,211,yc,2022-07-08,16,16,24,2526,5509,8061,9614,10606,-,-,-,10822,7,8,8,8,8,-,-,-,8,8,7,4,2
TD,2110337,211,yc,2022-07-08,12,8,8,42,48,48,48,48,-,-,-,48,2,3,3,3,3,-,-,-,3,5,2,0,0
TD,2110336,211,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2110333,211,yc,2022-07-08,1,1,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,1,0,0
TD,2110331,211,yc,2022-07-08,8,5,8,99,229,319,417,747,-,-,-,777,1,1,1,1,1,-,-,-,1,3,2,1,1
TD,2110321,211,yc,2022-07-08,9,9,15,134,260,260,272,272,-,-,-,272,6,6,6,6,6,-,-,-,6,4,3,0,0
TD,2110314,211,yc,2022-07-08,2,2,7,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,1,1,0
TD,2110312,211,yc,2022-07-08,3,2,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2110311,211,yc,2022-07-08,2,2,3,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,1,0
TD,2110305,211,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
ORIG,2110000,2110000,yc,2022-07-08,5,4,8,0,91,219,219,219,-,-,-,219,0,1,2,2,2,-,-,-,2,1,1,1,0
TD,2103202,210,yc,2022-07-08,1,1,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2103197,210,yc,2022-07-08,12,8,9,129,129,129,129,129,-,-,-,129,2,2,2,2,2,-,-,-,2,1,0,0,0
TD,2103193,210,yc,2022-07-08,2,1,1,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,1,1,1,0
TD,2103191,210,yc,2022-07-08,2,1,1,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,0,0,0,0
TD,2103170,210,yc,2022-07-08,18,16,19,316,322,322,322,457,-,-,-,457,1,1,1,1,2,-,-,-,2,3,2,0,1
TD,2103169,210,yc,2022-07-08,12,12,14,6,44,234,303,304,-,-,-,304,1,3,4,4,4,-,-,-,4,4,5,2,1
TD,2103139,210,yc,2022-07-08,20,19,20,42,72,302,302,302,-,-,-,302,3,4,5,5,5,-,-,-,5,5,2,1,1
TD,2103094,210,yc,2022-07-08,3,4,5,1,1,1,1,1,-,-,-,1,1,1,1,1,1,-,-,-,1,1,0,0,0
TD,2103046,210,yc,2022-07-08,36,25,32,60,60,73,73,109,-,-,-,109,6,6,9,9,9,-,-,-,9,3,1,4,1
TD,2103028,210,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2103024,210,yc,2022-07-08,20,15,17,86,443,505,663,1006,-,-,-,1110,4,5,6,6,7,-,-,-,7,5,4,4,2
TD,2102666,210,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2102654,210,yc,2022-07-08,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2102091,210,yc,2022-07-08,2,3,3,1,1,1,1,2,-,-,-,2,1,1,1,1,1,-,-,-,1,1,1,1,0
TD,2102088,210,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2102085,210,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2102084,210,yc,2022-07-08,11,7,7,0,6,6,6,6,-,-,-,6,0,1,1,1,1,-,-,-,1,1,1,2,0
TD,2101997,210,yc,2022-07-08,1,2,4,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,1,1,1,0
TD,2101992,210,yc,2022-07-08,2,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2101989,210,yc,2022-07-08,3,3,8,69,246,606,3158,7254,-,-,-,11650,2,2,2,2,2,-,-,-,2,3,3,2,2
TD,2101988,210,yc,2022-07-08,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
TD,2101980,210,yc,2022-07-08,15,11,27,13,19,20,20,23,-,-,-,24,3,4,4,4,4,-,-,-,4,7,3,2,2
TD,2101976,210,yc,2022-07-08,1,1,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
TD,2101975,210,yc,2022-07-08,8,7,14,2,32,32,32,41,-,-,-,41,2,3,3,3,3,-,-,-,3,3,2,3,2
TD,2101974,210,yc,2022-07-08,1,1,2,6,6,12,12,12,-,-,-,12,1,1,1,1,1,-,-,-,1,0,0,1,0
TD,2101970,210,yc,2022-07-08,3,3,4,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,0,0,0,0
TD,2101969,210,yc,2022-07-08,1,1,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
TD,2101949,210,yc,2022-07-08,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2101929,210,yc,2022-07-08,2,1,2,7,13,13,13,13,-,-,-,13,1,1,1,1,1,-,-,-,1,1,1,0,0
TD,2101926,210,yc,2022-07-08,1,1,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
TD,2101924,210,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2101920,210,yc,2022-07-08,2,2,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2101919,210,yc,2022-07-08,2,1,1,36,200,200,388,388,-,-,-,388,1,1,1,1,1,-,-,-,1,1,0,1,0
TD,2101918,210,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2101914,210,yc,2022-07-08,4,4,4,12,12,12,12,12,-,-,-,12,2,2,2,2,2,-,-,-,2,1,0,0,0
TD,2101913,210,yc,2022-07-08,3,2,2,30,30,30,30,30,-,-,-,30,1,1,1,1,1,-,-,-,1,1,0,0,0
TD,2101887,210,yc,2022-07-08,3,3,4,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,1,0,0
TD,2101883,210,yc,2022-07-08,14,10,24,3394,6074,16303,21123,23280,-,-,-,23418,3,3,4,4,4,-,-,-,4,2,1,2,1
TD,2101882,210,yc,2022-07-08,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2101881,210,yc,2022-07-08,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2101747,210,yc,2022-07-08,5,4,4,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,1,0,0,0
TD,2101745,210,yc,2022-07-08,1,1,1,0,1,69,69,69,-,-,-,69,0,1,1,1,1,-,-,-,1,1,1,1,1
TD,2101744,210,yc,2022-07-08,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2101741,210,yc,2022-07-08,2,2,2,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,2101674,210,yc,2022-07-08,1,0,0,-,-,-,-,-,-,-,-,,-,-,-,-,-,-,-,-,0,-,-,-,-
TD,2101672,210,yc,2022-07-08,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,2101019,2101019,yc,2022-07-08,49,44,68,87,704,6049,6249,7538,-,-,-,7818,10,10,10,10,10,-,-,-,10,14,10,3,3
TD,11020001,1102,icn,2022-07-08,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
ORIG,0,0,icn,2022-07-08,115,91,101,261,1974,4031,6404,7503,-,-,-,8256,8,11,15,17,18,-,-,-,18,25,18,12,3
ORIG,0,0,yc,2022-07-08,7,6,6,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,9010004,901,icn,2022-07-09,1,3,4,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,2,0,0,0
TD,9010003,901,icn,2022-07-09,4,3,3,6,6,6,6,6,-,-,-,6,1,1,1,1,1,-,-,-,1,1,0,0,0
TD,9010001,901,icn,2022-07-09,23,18,24,91,465,1469,2915,3167,-,-,-,3299,3,6,6,6,6,-,-,-,6,10,6,4,3
TD,8740032,874,icn,2022-07-09,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,8740031,874,icn,2022-07-09,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,61279049,6127,yc,2022-07-09,8,9,8,7,7,7,7,7,-,-,-,7,2,2,2,2,2,-,-,-,2,2,0,0,0
TD,61259047,6125,yc,2022-07-09,8,8,10,12,48,48,48,48,-,-,-,48,2,2,2,2,2,-,-,-,2,3,2,1,0
TD,61249045,6124,yc,2022-07-09,17,12,14,12,12,12,12,12,-,-,-,12,2,2,2,2,2,-,-,-,2,3,0,0,0
ORIG,6124,6124,yc,2022-07-09,1,1,1,0,0,0,0,0,-,-,-,,0,0,0,0,0,-,-,-,0,0,0,0,0
TD,61239043,6123,yc,2022-07-09,15,10,8,1,1,1,1,1,-,-,-,1,1,1,1,1,1,-,-,-,1,2,0,0,0
ORIG,6123,6123,yc,2022-07-09,1,1,1,1,1,1,1,1,-,-,-,1,1,1,1,1,1,-,-,-,1,0,0,0,0
TD,61169021,6116,yc,2022-07-09,52,44,55,219,405,853,1050,1219,-,-,-,1377,31,31,32,32,32,-,-,-,32,5,4,2,1
